Observatoire des territoires - ANCT; ; 
Référentiel géographique : Communes (2022); ; 
Code;Libellé;Médiane du revenu disponible par UC 2020
50574;Servon;22250
50575;Sideville;22440
50576;Siouville-Hague;20580
50577;Sortosville-en-Beaumont;20600
50578;Sortosville;18160
50579;Sottevast;16900
50580;Sotteville;16660
50582;Sourdeval;22680
50584;Subligny;20280
50585;Surtainville;19480
50587;Taillepied;20270
50588;Tamerville;21690
50589;Tanis;22270
50590;Le Tanu;22900
50591;Le Teilleul;21160
50592;Tessy-Bocage;21000
50593;Teurthéville-Bocage;22360
50594;Teurthéville-Hague;18360
50596;Théville;21440
50597;Tirepied-sur-Sée;21120
50598;Tocqueville;20580
50599;Tollevast;21590
50601;Torigny-les-Villes;18360
50603;Tourville-sur-Sienne;22710
50604;Tréauville;18360
50606;Tribehou;21380
50607;La Trinité;22860
50609;Turqueville;18970
50610;Urville;20070
50612;Vains;22270
50613;Valcanville;22060
50615;Valognes;21190
50616;Le Val-Saint-Père;19730
50617;Varenguebec;21520
50618;Varouville;20020
50619;Le Vast;16270
50621;Vaudreville;21130
50624;La Vendelée;19010
50626;Ver;23350
50628;Vernix;20980
50629;Vesly;25200
50633;Le Vicel;20010
50634;Videcosville;18230
50637;Villebaudon;20590
50639;Villedieu-les-Poêles-Rouffigny;23010
50641;Villiers-Fossard;22350
50643;Virandeville;18600
50647;Yquelon;21450
50648;Yvetot-Bocage;19410
51001;Ablancourt;22100
51002;Saint-Martin-d'Ablois;15450
51003;Aigny;19950
51004;Allemanche-Launay-et-Soyer;22310
51005;Allemant;21140
51006;Alliancelles;23900
51007;Ambonnay;21480
51008;Ambrières;20910
51009;Anglure;20690
51010;Angluzelles-et-Courcelles;20470
51012;Anthenay;21080
51013;Aougny;23020
51014;Arcis-le-Ponsart;22610
51015;Argers;23350
51016;Arrigny;21460
51017;Arzillières-Neuville;19490
51018;Athis;20780
51019;Aubérive;18770
51020;Aubilly;22750
51022;Aulnay-l'Aître;19020
51023;Aulnay-sur-Marne;19870
51025;Auménancourt;20910
51027;Auve;19000
51028;Avenay-Val-d'Or;21350
51029;Avize;22850
51030;Aÿ-Champagne;21460
51031;Baconnes;21800
51032;Bagneux;23410
51033;Le Baizil;17330
51034;Bannay;21010
51035;Bannes;21550
51036;Barbonne-Fayel;22280
51037;Baslieux-lès-Fismes;20040
51038;Baslieux-sous-Châtillon;20110
51039;Bassu;22090
51040;Bassuet;20750
51041;Baudement;24140
51042;Baye;20010
51043;Bazancourt;18580
51044;Beaumont-sur-Vesle;17700
51045;Beaunay;20370
51046;Beine-Nauroy;18690
51047;Belval-en-Argonne;21610
51048;Belval-sous-Châtillon;21500
51049;Bergères-lès-Vertus;23410
51050;Bergères-sous-Montmirail;24640
51051;Berméricourt;20260
51052;Berru;N/A
51053;Berzieux;22470
51054;Bétheniville;21580
51055;Bétheny;20150
51056;Bethon;20940
51057;Bettancourt-la-Longue;22310
51058;Bezannes;20370
51059;Bignicourt-sur-Marne;18210
51060;Bignicourt-sur-Saulx;21170
51061;Billy-le-Grand;20720
51062;Binarville;22150
51063;Binson-et-Orquigny;21820
51065;Blacy;20580
51066;Blaise-sous-Arzillières;21390
51068;Blesme;24120
51069;Bligny;22520
51070;Boissy-le-Repos;20710
51071;Bouchy-Saint-Genest;19520
51072;Bouilly;23110
51073;Bouleuse;21340
51074;Boult-sur-Suippe;21300
51075;Bourgogne-Fresne;19560
51076;Boursault;20220
51077;Bouvancourt;19950
51078;Bouy;21020
51079;Bouzy;23350
51080;Brandonvillers;20300
51081;Branscourt;21000
51082;Braux-Sainte-Cohière;13820
51083;Braux-Saint-Remy;22490
51084;Bréban;22010
51085;Le Breuil;21480
51086;Breuil-sur-Vesle;20160
51087;Breuvery-sur-Coole;19370
51088;Brimont;20380
51089;Brouillet;20620
51090;Broussy-le-Grand;21490
51091;Broussy-le-Petit;22720
51092;Broyes;19430
51093;Brugny-Vaudancourt;18440
51094;Brusson;21520
51095;Le Buisson;19880
51097;Bussy-le-Château;17950
51098;Bussy-le-Repos;22100
51099;Bussy-Lettrée;18870
51100;La Caure;18870
51101;Caurel;N/A
51102;Cauroy-lès-Hermonville;20250
51103;La Celle-sous-Chantemerle;23330
51104;Cernay-en-Dormois;20780
51105;Cernay-lès-Reims;17260
51106;Cernon;19500
51107;Chaintrix-Bierges;22610
51108;Châlons-en-Champagne;18700
51109;Châlons-sur-Vesle;22490
51110;Chaltrait;19820
51111;Chambrecy;18100
51112;Chamery;19640
51113;Champaubert;22290
51115;Champfleury;21800
51116;Champguyon;20570
51117;Champigneul-Champagne;20440
51118;Champigny;21870
51119;Champillon;21490
51120;Champlat-et-Boujacourt;24230
51121;Champvoisy;21650
51122;Changy;21170
51124;Chantemerle;19090
51125;Chapelaine;22600
51126;La Chapelle-Felcourt;21260
51127;La Chapelle-Lasson;20680
51128;La Chapelle-sous-Orbais;21210
51129;Charleville;22790
51130;Charmont;20130
51132;Les Charmontois;18430
51133;Le Châtelier;20350
51134;Châtelraould-Saint-Louvent;21780
51135;Châtillon-sur-Broué;19450
51136;Châtillon-sur-Marne;21360
51137;Châtillon-sur-Morin;18010
51138;Châtrices;18790
51139;Chaudefontaine;20220
51140;Chaumuzy;21320
51141;La Chaussée-sur-Marne;20120
51142;Chavot-Courcourt;23280
51143;Le Chemin;20660
51144;Cheminon;23590
51145;Chenay;19120
51146;Cheniers;19220
51147;La Cheppe;21930
51148;Cheppes-la-Prairie;21890
51149;Chepy;20650
51150;Cherville;19600
51151;Chichey;19380
51152;Chigny-les-Roses;21130
51153;Chouilly;21320
51154;Clamanges;20600
51155;Clesles;23190
51156;Cloyes-sur-Marne;18170
51157;Coizard-Joches;22540
51158;Val-des-Marais;20900
51160;Compertrix;25180
51161;Condé-sur-Marne;17780
51162;Conflans-sur-Seine;18970
51163;Congy;19770
51164;Connantray-Vaurefroy;21320
51165;Connantre;20110
51166;Contault;18480
51167;Coole;20660
51168;Coolus;18310
51169;Corbeil;23920
51170;Corfélix;19920
51171;Cormicy;23800
51172;Cormontreuil;22820
51173;Cormoyeux;21530
51174;Corribert;19730
51175;Corrobert;22000
51176;Corroy;19420
51177;Coulommes-la-Montagne;23830
51178;Coupetz;23410
51179;Coupéville;22640
51181;Courcelles-Sapicourt;21000
51182;Courcemain;20300
51183;Courcy;24820
51184;Courdemanges;23220
51185;Courgivaux;21070
51186;Courjeonnet;24380
51187;Courlandon;N/A
51188;Courmas;24330
51190;Courtagnon;26120
51191;Courtémont;24410
51192;Courthiézy;24700
51193;Courtisols;24690
51194;Courville;22300
51195;Couvrot;22190
51196;Cramant;21670
51197;La Croix-en-Champagne;22960
51198;Crugny;22280
51199;Cuchery;20950
51200;Cuis;N/A
51201;Cuisles;25400
51202;Cumières;20990
51203;Cuperly;N/A
51204;Damery;23420
51205;Dampierre-au-Temple;23880
51206;Dampierre-le-Château;22100
51208;Dampierre-sur-Moivre;24870
51210;Dizy;23400
51211;Dommartin-Dampierre;21260
51212;Dommartin-Lettrée;22780
51213;Dommartin-sous-Hans;20180
51214;Dommartin-Varimont;22610
51215;Dompremy;23140
51216;Dontrien;20550
51217;Dormans;24930
51218;Val-de-Vière;23680
51219;Drosnay;21950
51220;Drouilly;23550
51222;Éclaires;23460
51223;Écollemont;23090
51224;Écriennes;24040
51225;Écueil;24960
51226;Écury-le-Repos;28090
51227;Écury-sur-Coole;26950
51228;Élise-Daucourt;28510
51229;Épense;23580
51230;Épernay;26330
51231;L'Épine;25560
51232;Époye;22750
51233;Escardes;N/A
51234;Esclavolles-Lurey;26030
51235;Les Essarts-lès-Sézanne;19640
51236;Les Essarts-le-Vicomte;26020
51237;Esternay;21220
51238;Étoges;23350
51239;Étréchy;22990
51240;Étrepy;23850
51241;Euvy;24550
51242;Fagnières;28420
51243;Faux-Fresnay;24690
51244;Faux-Vésigneul;21930
51245;Faverolles-et-Coëmy;26450
51246;Favresse;N/A
51247;Fèrebrianges;25060
51248;Fère-Champenoise;21360
51249;Festigny;25040
51250;Fismes;39950
51251;Flavigny;25010
51252;Fleury-la-Rivière;24710
51253;Florent-en-Argonne;22690
51254;Fontaine-Denis-Nuisy;24170
51255;Fontaine-en-Dormois;20880
51256;Fontaine-sur-Ay;22770
51258;La Forestière;42350
51259;Francheville;22020
51260;Le Fresne;22490
51262;Frignicourt;25300
51263;Fromentières;25710
51264;Le Gault-Soigny;24310
51265;Gaye;23060
51266;Germaine;24560
51267;Germigny;24720
51268;Germinon;27430
51269;Giffaumont-Champaubert;24490
51270;Gigny-Bussy;21710
51272;Givry-en-Argonne;25120
51273;Givry-lès-Loisy;22690
51274;Gizaucourt;22100
51275;Glannes;22050
51276;Gourgançon;22570
51277;Sainte-Marie-du-Lac-Nuisement;21600
51278;Les Grandes-Loges;25480
51279;Granges-sur-Aube;20380
51280;Gratreuil;26760
51281;Grauves;23470
51282;Gueux;40150
51283;Hans;26070
51284;Haussignémont;28050
51285;Haussimont;21560
51286;Hauteville;21970
51287;Hautvillers;22230
51288;Heiltz-le-Hutier;32850
51289;Heiltz-le-Maurupt;20910
51290;Heiltz-l'Évêque;20190
51291;Hermonville;24260
51292;Herpont;22650
51293;Heutrégiville;30710
51294;Hourges;23080
51295;Huiron;22740
51296;Humbauville;22590
51298;Igny-Comblizy;26030
51299;Isles-sur-Suippe;22770
51300;Isle-sur-Marne;24470
51301;Isse;22850
51302;Les Istres-et-Bury;23620
51303;Jâlons;23190
51304;Janvilliers;22100
51305;Janvry;25420
51306;Joiselle;23420
51307;Jonchery-sur-Suippe;23530
51308;Jonchery-sur-Vesle;23750
51309;Jonquery;39880
51310;Jouy-lès-Reims;24400
51311;Jussecourt-Minecourt;21240
51312;Juvigny;20130
51313;Lachy;24220
51314;Lagery;25140
51315;Landricourt;24770
51316;Larzicourt;45020
51317;Laval-sur-Tourbe;23000
51318;Lavannes;23770
51319;Lenharrée;20910
51320;Leuvrigny;23390
51321;Lhéry;26250
51322;Lignon;24150
51323;Linthelles;24530
51324;Linthes;27020
51325;Lisse-en-Champagne;47940
51326;Livry-Louvercy;22630
51327;Loisy-en-Brie;25450
51328;Loisy-sur-Marne;26310
51329;Loivre;34360
51333;Ludes;23270
51334;Luxémont-et-Villotte;26970
51336;Maffrécourt;N/A
51337;Magneux;23180
51338;Mailly-Champagne;25050
51339;Mairy-sur-Marne;26070
51340;Maisons-en-Champagne;23960
51341;Malmy;25380
51342;Mancy;23660
51343;Marcilly-sur-Seine;24860
51344;Mardeuil;33730
51345;Mareuil-en-Brie;24230
51346;Mareuil-le-Port;22530
51348;Marfaux;24470
51349;Margerie-Hancourt;24120
51350;Margny;50060
51351;Marigny;24770
51352;Marolles;25030
51353;Marsangis;23410
51354;Marson;23020
51355;Massiges;22840
51356;Matignicourt-Goncourt;23640
51357;Matougues;25880
51358;Maurupt-le-Montois;19340
51359;Mécringes;23660
51360;Le Meix-Saint-Epoing;23360
51361;Le Meix-Tiercelin;20420
51362;Merfy;29360
51363;Merlaut;23580
51364;Méry-Prémecy;N/A
51365;Les Mesneux;30790
51367;Le Mesnil-sur-Oger;23270
51368;Minaucourt-le-Mesnil-lès-Hurlus;N/A
51369;Mœurs-Verdey;23000
51370;Moiremont;23210
51371;Moivre;N/A
51372;Moncetz-Longevas;24810
51373;Moncetz-l'Abbaye;N/A
51374;Mondement-Montgivroux;N/A
51375;Montbré;28490
51376;Montgenost;24550
51377;Montépreux;N/A
51378;Monthelon;25490
51379;Montigny-sur-Vesle;26190
51380;Montmirail;20180
51381;Montmort-Lucy;23500
51382;Mont-sur-Courville;23930
51384;Morangis;25730
51386;Morsains;21460
51387;Moslins;25250
51388;Mourmelon-le-Grand;20170
51389;Mourmelon-le-Petit;21200
51390;Moussy;26690
51391;Muizon;25840
51392;Mutigny;28540
51393;Nanteuil-la-Forêt;26090
51395;Nesle-la-Reposte;23790
51396;Nesle-le-Repons;20980
51397;La Neuville-aux-Bois;19230
51398;La Neuville-aux-Larris;24560
51399;La Neuville-au-Pont;21910
51402;Neuvy;23220
51403;Nogent-l'Abbesse;26960
51404;Noirlieu;24750
51406;Norrois;19730
51407;La Noue;21270
51409;Nuisement-sur-Coole;25140
51410;Œuilly;25810
51412;Ognes;N/A
51413;Oiry;25630
51414;Olizy;27860
51415;Omey;23370
51416;Orbais-l'Abbaye;20310
51417;Orconte;20860
51418;Ormes;29950
51419;Outines;19350
51420;Outrepont;N/A
51421;Oyes;25430
51422;Pargny-lès-Reims;30060
51423;Pargny-sur-Saulx;18140
51424;Passavant-en-Argonne;20920
51425;Passy-Grigny;26780
51426;Péas;N/A
51428;Les Petites-Loges;24610
51429;Pévy;27350
51430;Pierre-Morains;N/A
51431;Pierry;25880
51432;Pleurs;20110
51433;Plichancourt;21450
51434;Plivot;25650
51435;Pocancy;24600
51436;Pogny;25050
51437;Poilly;N/A
51438;Poix;N/A
51439;Pomacle;26900
51440;Pontfaverger-Moronvilliers;21360
51441;Ponthion;22120
51442;Possesse;20730
51443;Potangis;24420
51444;Pouillon;28150
51445;Pourcy;26700
51446;Pringy;23130
51447;Prosnes;25650
51448;Prouilly;26270
51449;Prunay;26610
51450;Puisieulx;29550
51451;Queudes;N/A
51452;Rapsécourt;N/A
51453;Recy;25480
51454;Reims;19790
51455;Reims-la-Brûlée;25180
51456;Remicourt;N/A
51457;Reuil;23880
51458;Reuves;N/A
51459;Réveillon;20290
51460;Rieux;21830
51461;Rilly-la-Montagne;28050
51463;Les Rivières-Henruel;24350
51464;Romain;24290
51465;Romery;28240
51466;Romigny;24600
51468;Rosnay;32630
51469;Rouffy;24380
51470;Rouvroy-Ripont;N/A
51471;Sacy;30310
51472;Saint-Amand-sur-Fion;22390
51473;Saint-Bon;24200
51474;Saint-Brice-Courcelles;22860
51475;Saint-Chéron;N/A
51476;Saint-Étienne-au-Temple;27010
51477;Saint-Étienne-sur-Suippe;24840
51478;Saint-Eulien;22850
51479;Saint-Euphraise-et-Clairizet;29390
51480;Sainte-Gemme;28090
51482;Saint-Germain-la-Ville;25440
51483;Saint-Gibrien;24510
51484;Saint-Gilles;23750
51485;Saint-Hilaire-au-Temple;26290
51486;Saint-Hilaire-le-Grand;22740
51487;Saint-Hilaire-le-Petit;24220
51488;Saint-Imoges;25800
51489;Saint-Jean-devant-Possesse;N/A
51490;Saint-Jean-sur-Moivre;24620
51491;Saint-Jean-sur-Tourbe;23240
51492;Saint-Just-Sauvage;21610
51493;Saint-Léonard;N/A
51495;Saint-Loup;N/A
51496;Saint-Lumier-en-Champagne;25080
51497;Saint-Lumier-la-Populeuse;N/A
51498;Saint-Mard-sur-Auve;N/A
51499;Saint-Mard-lès-Rouffy;26210
51500;Saint-Mard-sur-le-Mont;20750
51501;Sainte-Marie-à-Py;23050
51502;Saint-Martin-aux-Champs;N/A
51503;Saint-Martin-l'Heureux;N/A
51504;Saint-Martin-sur-le-Pré;25620
51505;Saint-Masmes;23290
51506;Saint-Memmie;20820
51507;Sainte-Menehould;20260
51508;Saint-Ouen-Domprot;21980
51509;Saint-Pierre;26150
51510;Saint-Quentin-les-Marais;21950
51511;Saint-Quentin-le-Verger;21600
51512;Saint-Quentin-sur-Coole;26850
51513;Saint-Remy-en-Bouzemont-Saint-Genest-et-Isson;20930
51514;Saint-Remy-sous-Broyes;N/A
51515;Saint-Remy-sur-Bussy;21900
51516;Saint-Saturnin;N/A
51517;Saint-Souplet-sur-Py;19620
51518;Saint-Thierry;30020
51519;Saint-Thomas-en-Argonne;N/A
51520;Saint-Utin;N/A
51521;Saint-Vrain;21340
51522;Sapignicourt;17960
51523;Sarcy;25830
51524;Saron-sur-Aube;25230
51525;Sarry;26730
51526;Saudoy;23890
51527;Savigny-sur-Ardres;23690
51528;Scrupt;19740
51529;Selles;23530
51530;Sept-Saulx;23780
51531;Sermaize-les-Bains;20280
51532;Sermiers;30230
51533;Servon-Melzicourt;N/A
51534;Serzy-et-Prin;24960
51535;Sézanne;20780
51536;Sillery;26860
51537;Sivry-Ante;22700
51538;Sogny-aux-Moulins;22460
51539;Sogny-en-l'Angle;N/A
51542;Soizy-aux-Bois;22090
51543;Somme-Bionne;N/A
51544;Sommepy-Tahure;20190
51545;Sommesous;21510
51546;Somme-Suippe;21890
51547;Somme-Tourbe;23080
51548;Somme-Vesle;23560
51549;Somme-Yèvre;27850
51550;Sompuis;22440
51551;Somsois;24650
51552;Songy;24590
51553;Souain-Perthes-lès-Hurlus;22110
51555;Soudé;29220
51556;Soudron;24380
51557;Soulanges;21190
51558;Soulières;24970
51559;Suippes;19410
51560;Suizy-le-Franc;21790
51562;Taissy;28960
51563;Talus-Saint-Prix;N/A
51564;Val de Livre;28730
51565;Thaas;N/A
51566;Thibie;24360
51567;Thiéblemont-Farémont;23190
51568;Thil;28000
51569;Thillois;31560
51570;Le Thoult-Trosnay;N/A
51571;Val-de-Vesle;26290
51572;Tilloy-et-Bellay;26500
51573;Tinqueux;23460
51574;Togny-aux-Bœufs;24850
51576;Tours-sur-Marne;24960
51577;Tramery;27150
51578;Trécon;N/A
51579;Tréfols;21590
51580;Trépail;24580
51581;Treslon;26210
51582;Trigny;29210
51583;Trois-Fontaines-l'Abbaye;24720
51584;Trois-Puits;27070
51585;Troissy;21730
51586;Unchair;26830
51587;Vadenay;24070
51588;Valmy;22290
51589;Vanault-le-Châtel;21990
51590;Vanault-les-Dames;20770
51591;Vandeuil;26050
51592;Vandières;28690
51594;Vassimont-et-Chapelaine;N/A
51595;Vatry;20890
51596;Vauchamps;22030
51597;Vauciennes;25760
51598;Vauclerc;22450
51599;Vaudemange;25560
51600;Vaudesincourt;24150
51601;Vavray-le-Grand;22590
51602;Vavray-le-Petit;N/A
51603;Vélye;24480
51604;Ventelay;24490
51605;Venteuil;26580
51607;Verdon;22140
51608;Vernancourt;N/A
51609;Verneuil;25790
51610;Verrières;22730
51611;Vert-Toulon;22370
51612;Blancs-Coteaux;25210
51613;Verzenay;27680
51614;Verzy;25430
51616;Vésigneul-sur-Marne;23250
51617;La Veuve;26000
51618;Le Vézier;22700
51619;Le Vieil-Dampierre;23150
51620;Vienne-la-Ville;22140
51621;Vienne-le-Château;20920
51622;Ville-Dommange;30430
51623;Ville-en-Selve;32520
51624;Ville-en-Tardenois;24950
51625;Villeneuve-la-Lionne;23830
51626;La Villeneuve-lès-Charleville;26690
51627;Villeneuve-Renneville-Chevigny;25180
51628;Villeneuve-Saint-Vistre-et-Villevotte;25590
51629;Villers-Allerand;31160
51630;Villers-aux-Bois;23850
51631;Villers-aux-Nœuds;32540
51632;Villers-en-Argonne;22120
51633;Villers-Franqueux;28690
51634;Villers-le-Château;25850
51635;Villers-le-Sec;21330
51636;Villers-Marmery;27430
51637;Villers-sous-Châtillon;32370
51638;Villeseneux;21870
51639;La Ville-sous-Orbais;N/A
51640;Ville-sur-Tourbe;20180
51641;Villevenard;25500
51642;Villiers-aux-Corneilles;24100
51643;Vinay;27060
51644;Vincelles;23750
51645;Vindey;24020
51646;Virginy;N/A
51647;Vitry-en-Perthois;23180
51648;Vitry-la-Ville;22480
51649;Vitry-le-François;17380
51650;Voilemont;N/A
51652;Vouarces;N/A
51654;Vouillers;21310
51655;Vouzy;22910
51656;Vraux;25490
51657;Vrigny;28770
51658;Vroil;20410
51659;Wargemoulin-Hurlus;N/A
51660;Warmeriville;24650
51662;Witry-lès-Reims;24290
51663;Magenta;21480
52001;Ageville;22010
52002;Aigremont;N/A
52003;Aillianville;21210
52004;Aingoulaincourt;N/A
52005;Aizanville;N/A
52006;Allichamps;20180
52007;Ambonville;N/A
52008;Andelot-Blancheville;20980
52009;Andilly-en-Bassigny;21080
52011;Annéville-la-Prairie;N/A
52012;Annonville;N/A
52013;Anrosey;19910
52014;Aprey;21520
52015;Arbigny-sous-Varennes;N/A
52016;Arbot;N/A
52017;Arc-en-Barrois;22210
52019;Arnancourt;N/A
52021;Attancourt;22700
52022;Aubepierre-sur-Aube;20730
52023;Auberive;19900
52025;Audeloncourt;N/A
52027;Aujeurres;N/A
52028;Aulnoy-sur-Aube;N/A
52029;Autigny-le-Grand;20220
52030;Autigny-le-Petit;N/A
52031;Autreville-sur-la-Renne;23420
52033;Avrecourt;20120
52034;Bailly-aux-Forges;23630
52035;Baissey;20970
52037;Bannes;22860
52038;Bassoncourt;N/A
52039;Baudrecourt;N/A
52040;Bay-sur-Aube;N/A
52042;Beauchemin;N/A
52043;Belmont;N/A
52044;Roches-Bettaincourt;20350
52045;Bettancourt-la-Ferrée;23540
52047;Beurville;N/A
52050;Biesles;21510
52051;Bize;N/A
52053;Blaisy;N/A
52055;Blécourt;N/A
52056;Blessonville;20880
52057;Blumeray;19960
52058;Bologne;21870
52059;Bonnecourt;19230
52060;Bourbonne-les-Bains;19690
52061;Bourdons-sur-Rognon;21030
52062;Bourg;24100
52063;Bourg-Sainte-Marie;22110
52064;Bourmont-entre-Meuse-et-Mouzon;20640
52065;Bouzancourt;N/A
52066;Brachay;N/A
52067;Brainville-sur-Meuse;N/A
52069;Braux-le-Châtel;20620
52070;Brennes;21900
52072;Brethenay;24150
52074;Breuvannes-en-Bassigny;19090
52075;Briaucourt;22230
52076;Bricon;20190
52079;Brousseval;19480
52082;Bugnières;22320
52083;Champsevraine;20440
52084;Busson;N/A
52085;Buxières-lès-Clefmont;N/A
52087;Buxières-lès-Villiers;24270
52088;Ceffonds;21180
52089;Celles-en-Bassigny;N/A
52090;Celsoy;N/A
52091;Cerisières;21690
52092;Chalancey;19560
52093;Chalindrey;20660
52094;Vals-des-Tilles;20510
52095;Chalvraines;20950
52097;Chambroncourt;N/A
52099;Chamouilley;20560
52101;Champigneulles-en-Bassigny;N/A
52102;Champigny-lès-Langres;23290
52103;Champigny-sous-Varennes;19920
52104;Chancenay;24350
52105;Changey;22440
52106;Chanoy;24680
52107;Chantraines;21300
52108;Charmes;21950
52109;Charmes-en-l'Angle;N/A
52110;Charmes-la-Grande;19440
52113;Chassigny;20320
52114;Châteauvillain;19900
52115;Chatenay-Mâcheron;21950
52116;Chatenay-Vaudin;N/A
52118;Chatonrupt-Sommermont;21330
52119;Chaudenay;21240
52120;Chauffourt;21290
52121;Chaumont;21050
52122;Chaumont-la-Ville;17680
52123;Chevillon;19520
52124;Chézeaux;N/A
52125;Chamarandes-Choignes;25360
52126;Choilley-Dardenay;22490
52127;Choiseul;N/A
52128;Cirey-lès-Mareilles;22600
52129;Cirey-sur-Blaise;18490
52130;Cirfontaines-en-Azois;20330
52131;Cirfontaines-en-Ornois;N/A
52132;Clefmont;19900
52133;Clinchamp;N/A
52134;Cohons;22360
52135;Coiffy-le-Bas;N/A
52136;Coiffy-le-Haut;20450
52137;Colmier-le-Bas;N/A
52138;Colmier-le-Haut;N/A
52140;Colombey les Deux Églises;21870
52141;Condes;24010
52142;Consigny;N/A
52145;Coublanc;20480
52146;Coupray;19810
52147;Courcelles-en-Montagne;N/A
52149;Courcelles-sur-Blaise;N/A
52151;Cour-l'Évêque;20680
52155;Culmont;21210
52156;Curel;19960
52157;Curmont;N/A
52158;Cusey;21850
52159;Cuves;N/A
52160;Daillancourt;N/A
52161;Daillecourt;N/A
52162;Dammartin-sur-Meuse;18410
52163;Dampierre;21180
52164;Damrémont;20530
52165;Dancevoir;23330
52167;Darmannes;23290
52168;Dinteville;N/A
52169;Domblain;N/A
52170;Dommarien;22030
52171;Dommartin-le-Franc;19030
52172;Dommartin-le-Saint-Père;20420
52173;Domremy-Landéville;N/A
52174;Doncourt-sur-Meuse;N/A
52175;Donjeux;19290
52177;Doulaincourt-Saucourt;19150
52178;Doulevant-le-Château;20180
52179;Doulevant-le-Petit;N/A
52181;Échenay;N/A
52182;Éclaron-Braucourt-Sainte-Livière;21110
52183;Ecot-la-Combe;N/A
52184;Effincourt;N/A
52185;Enfonvelle;N/A
52187;Épizon;18880
52189;Le Val-d'Esnoms;21280
52190;Esnouveaux;20300
52193;Euffigneix;25550
52194;Eurville-Bienville;20510
52195;Farincourt;N/A
52196;Faverolles;24290
52197;Fayl-Billot;19800
52198;Fays;N/A
52199;Ferrière-et-Lafolie;N/A
52200;Flagey;N/A
52201;Flammerécourt;N/A
52203;Fontaines-sur-Marne;21220
52204;Forcey;N/A
52205;Foulain;24210
52206;Frampas;23980
52207;Frécourt;N/A
52208;Fresnes-sur-Apance;19520
52211;Froncles;19400
52212;Fronville;20190
52213;Genevrières;20680
52214;La Genevroye;N/A
52216;Germaines;N/A
52217;Germainvilliers;N/A
52218;Germay;N/A
52219;Germisay;N/A
52220;Giey-sur-Aujon;20730
52221;Gillancourt;23350
52222;Gillaumé;N/A
52223;Gilley;N/A
52227;Graffigny-Chemin;22220
52228;Grandchamp;N/A
52229;Grenant;18640
52230;Gudmont-Villiers;19850
52231;Guindrecourt-aux-Ormes;20810
52232;Guindrecourt-sur-Blaise;N/A
52233;Guyonvelle;N/A
52234;Hâcourt;N/A
52235;Hallignicourt;19650
52237;Harréville-les-Chanteurs;20500
52240;Heuilley-le-Grand;20750
52242;Haute-Amance;21290
52243;Huilliécourt;21520
52244;Humbécourt;22610
52245;Humberville;N/A
52246;Humes-Jorquenay;22980
52247;Illoud;22770
52248;Is-en-Bassigny;22040
52249;Isômes;23750
52250;Joinville;17700
52251;Jonchery;24430
52253;Juzennecourt;20380
52254;Lachapelle-en-Blaisy;N/A
52256;Lafauche;N/A
52257;Laferté-sur-Amance;18880
52258;Laferté-sur-Aube;20460
52260;Lamancine;23070
52264;Laneuvelle;N/A
52265;Bayard-sur-Marne;20870
52266;Laneuville-à-Rémy;N/A
52267;Laneuville-au-Pont;23070
52269;Langres;20050
52271;Lanques-sur-Rognon;21610
52272;Lanty-sur-Aube;23340
52273;Larivière-Arnoncourt;21670
52274;Latrecey-Ormoy-sur-Aube;23840
52275;Lavernoy;N/A
52276;Laville-aux-Bois;24580
52277;Lavilleneuve;N/A
52278;Lavilleneuve-au-Roi;N/A
52280;Lecey;24170
52282;Leffonds;21700
52284;Leschères-sur-le-Blaiseron;N/A
52285;Leuchey;N/A
52286;Leurville;N/A
52287;Levécourt;N/A
52288;Lezéville;19490
52289;Liffol-le-Petit;20190
52290;Les Loges;18840
52291;Longchamp;N/A
52292;Longeau-Percey;21860
52294;Louvemont;20900
52295;Louvières;N/A
52297;Luzy-sur-Marne;26730
52298;Maâtz;N/A
52300;Magneux;21570
52301;Maisoncelles;N/A
52302;Maizières;18750
52303;Maizières-sur-Amance;N/A
52304;Malaincourt-sur-Meuse;N/A
52305;Mandres-la-Côte;21120
52306;Manois;19760
52307;Marac;22500
52308;Maranville;19940
52310;Marbéville;N/A
52311;Marcilly-en-Bassigny;20200
52312;Mardor;N/A
52313;Mareilles;23910
52315;Marnay-sur-Marne;26530
52316;Mathons;N/A
52318;Melay;18060
52319;Mennouveaux;N/A
52320;Merrey;N/A
52321;Mertrud;18650
52322;Meures;20490
52325;Millières;22750
52326;Mirbel;N/A
52327;Moëslains;22630
52328;Montcharvot;N/A
52330;Montheries;N/A
52331;La Porte du Der;20280
52332;Val-de-Meuse;21500
52335;Montot-sur-Rognon;19450
52336;Montreuil-sur-Blaise;18960
52337;Montreuil-sur-Thonnance;N/A
52341;Morancourt;20020
52342;Morionvilliers;N/A
52344;Mouilleron;N/A
52346;Mussey-sur-Marne;19450
52347;Narcy;21210
52348;Neuilly-l'Évêque;21220
52349;Neuilly-sur-Suize;26400
52350;Neuvelle-lès-Voisey;N/A
52352;Ninville;N/A
52353;Nogent;20290
52354;Noidant-Chatenoy;N/A
52355;Noidant-le-Rocheux;23470
52356;Nomécourt;N/A
52357;Noncourt-sur-le-Rongeant;18870
52358;Noyers;N/A
52359;Nully;16770
52360;Occey;23770
52362;Orbigny-au-Mont;21530
52363;Orbigny-au-Val;24460
52364;Orcevaux;26510
52365;Orges;22010
