Observatoire des territoires - ANCT; ; 
Référentiel géographique : Communes (2022); ; 
Code;Libellé;Médiane du revenu disponible par UC 2020
27049;Mesnil-en-Ouche;21930
27050;Beaumontel;N/A
27051;Beaumont-le-Roger;19790
27052;Le Bec-Hellouin;23410
27053;Le Bec-Thomas;21180
27054;Bémécourt;21650
27055;Bérengeville-la-Campagne;24040
27056;Bernay;20060
27057;Bernienville;23900
27058;Les Trois Lacs;21080
27059;Bernouville;N/A
27061;Berthouville;22220
27062;Les Monts du Roumois;18770
27063;Berville-la-Campagne;19000
27064;Berville-sur-Mer;23450
27065;Beuzeville;26230
27066;Bézu-la-Forêt;20910
27067;Bézu-Saint-Éloi;18750
27068;Bois-Anzeray;23480
27069;Bois-Arnault;22060
27070;Frenelles-en-Vexin;22650
27071;Le Bois-Hellain;18430
27072;Bois-Jérôme-Saint-Ouen;23430
27073;Bois-le-Roi;18940
27074;Boisney;20550
27075;Bois-Normand-près-Lyre;24040
27076;Boisset-les-Prévanches;24760
27077;Boissey-le-Châtel;N/A
27078;La Boissière;19540
27079;Boissy-Lamberville;18510
27081;Boncourt;23410
27082;La Bonneville-sur-Iton;N/A
27083;Bonneville-Aptot;N/A
27085;Flancourt-Crescy-en-Roumois;21710
27089;Thénouville;20190
27090;Bosroumois;24060
27091;Bosgouet;N/A
27094;Bosquentin;N/A
27095;Bosrobert;23460
27096;Les Bottereaux;22570
27097;Bouafles;23510
27098;Bouchevilliers;21730
27099;Le Boulay-Morin;N/A
27100;Boulleville;22650
27101;Bouquelon;20570
27102;Bouquetot;20270
27103;Bourg-Achard;20970
27104;Bourg-Beaudouin;24260
27105;Grand Bourgtheroulde;24790
27106;Bournainville-Faverolles;26460
27107;Bourneville-Sainte-Croix;21770
27108;Bourth;24010
27109;Bray;21620
27110;Brestot;21480
27111;Bretagnolles;22160
27112;Breteuil;19670
27113;Brétigny;N/A
27114;Breuilpont;21390
27115;Breux-sur-Avre;N/A
27116;Brionne;22520
27117;Broglie;18470
27118;Brosville;N/A
27119;Bueil;23130
27120;Burey;19640
27123;Caillouet-Orgeville;22500
27124;Cailly-sur-Eure;21020
27125;Calleville;25490
27126;Campigny;21160
27127;Canappeville;21360
27129;Caorches-Saint-Nicolas;19600
27130;Capelle-les-Grands;23400
27132;Caugé;21360
27133;Caumont;26610
27134;Cauverville-en-Roumois;N/A
27135;Cesseville;N/A
27136;Chaignes;21480
27137;Chaise-Dieu-du-Theil;19890
27138;Chamblac;24170
27139;Chambord;22210
27140;Chambray;22710
27141;Champ-Dolent;19360
27142;Champenard;20420
27144;Champigny-la-Futelaye;N/A
27146;La Chapelle-Bayvel;N/A
27147;La Chapelle-du-Bois-des-Faulx;N/A
27148;La Chapelle-Gauthier;21350
27149;La Chapelle-Hareng;22790
27151;Charleval;25290
27152;Château-sur-Epte;19310
27153;Chauvincourt-Provemont;22060
27154;Chavigny-Bailleul;17930
27155;Chennebrun;15470
27156;Chéronvilliers;19410
27157;Marbois;23420
27158;Cierrey;23440
27161;Claville;21620
27162;Collandres-Quincarnon;N/A
27163;Colletot;19360
27164;Combon;21270
27165;Conches-en-Ouche;19390
27167;Condé-sur-Risle;N/A
27168;Connelles;N/A
27169;Conteville;22910
27170;Cormeilles;N/A
27171;Le Cormier;20900
27173;Corneville-la-Fouquetière;26050
27174;Corneville-sur-Risle;18730
27176;Coudray;23060
27177;Coudres;26840
27179;Courbépine;N/A
27180;Courcelles-sur-Seine;23780
27181;Courdemanche;22670
27182;Courteilles;22220
27183;La Couture-Boussey;25210
27184;Crasville;22760
27185;Crestot;17920
27187;Criquebeuf-la-Campagne;24430
27188;Criquebeuf-sur-Seine;18690
27189;La Croisille;19280
27190;Croisy-sur-Eure;19720
27191;Clef Vallée d'Eure;23190
27192;Crosville-la-Vieille;22240
27193;Croth;N/A
27194;Cuverville;20720
27196;Les Damps;20520
27198;Mesnils-sur-Iton;20260
27199;Dangu;N/A
27200;Dardez;21140
27201;Daubeuf-la-Campagne;21520
27202;Daubeuf-près-Vatteville;19790
27203;Douains;19130
27204;Doudeauville-en-Vexin;N/A
27205;Douville-sur-Andelle;18170
27206;Droisy;23470
27207;Drucourt;22190
27208;Duranville;24650
27209;Écaquelon;N/A
27210;Écardenville-la-Campagne;N/A
27212;Écauville;N/A
27213;Vexin-sur-Epte;17990
27214;Écouis;21140
27215;Ecquetot;21550
27216;Émalleville;N/A
27217;Émanville;23560
27218;Épaignes;22190
27219;Épégard;19560
27220;Épieds;21520
27222;Épreville-en-Lieuvin;24520
27224;Épreville-près-le-Neubourg;20580
27226;Étrépagny;20010
27227;Étréville;19560
27228;Éturqueraye;23530
27229;Évreux;22360
27230;Ézy-sur-Eure;22930
27231;Fains;18900
27232;Farceaux;21390
27233;Fatouville-Grestain;22150
27234;Fauville;25340
27235;Faverolles-la-Campagne;20940
27237;Le Favril;19990
27238;Ferrières-Haut-Clocher;N/A
27239;Ferrières-Saint-Hilaire;24470
27240;La Ferrière-sur-Risle;21190
27241;Feuguerolles;23090
27242;Le Fidelaire;21360
27243;Fiquefleur-Équainville;18470
27245;Fleury-la-Forêt;23860
27246;Fleury-sur-Andelle;17930
27247;Flipou;N/A
27248;Folleville;N/A
27249;Fontaine-Bellenger;17750
27251;Fontaine-l'Abbé;21430
27252;Fontaine-la-Louvet;19070
27254;Fontaine-sous-Jouy;22570
27256;La Forêt-du-Parc;N/A
27258;Fort-Moville;19160
27259;Foucrainville;18910
27260;Foulbec;N/A
27261;Fouqueville;22340
27263;Le Perrey;N/A
27266;Franqueville;20430
27267;Freneuse-sur-Risle;19590
27269;Fresne-Cauverville;18380
27271;Fresney;22530
27273;Gadencourt;20580
27275;Gaillon;18770
27276;Gamaches-en-Vexin;16400
27277;La Baronnie;20020
27278;Garennes-sur-Eure;N/A
27279;Gasny;21290
27280;Gauciel;21020
27281;Gaudreville-la-Rivière;N/A
27282;Gauville-la-Campagne;22880
27284;Gisors;22800
27285;Giverny;18970
27286;Giverville;23480
27287;Glisolles;20540
27288;Glos-sur-Risle;18740
27289;La Goulafrière;24850
27290;Goupil-Othon;21110
27291;Gournay-le-Guérin;23640
27294;Val d'Orger;17580
27295;Grand-Camp;20300
27298;Graveron-Sémerville;18930
27299;Gravigny;17060
27300;Grosley-sur-Risle;24510
27301;Grossœuvre;20160
27302;Le Bosc du Theil;21430
27304;Guerny;N/A
27306;Guichainville;24700
27307;Guiseniers;18880
27309;L'Habit;24880
27310;Hacqueville;21880
27311;Harcourt;19110
27312;Hardencourt-Cocherel;23560
27313;La Harengère;21890
27315;Harquency;N/A
27316;Hauville;21870
27317;La Haye-Aubrée;23060
27318;La Haye-de-Calleville;19200
27319;La Haye-de-Routot;21640
27320;La Haye-du-Theil;N/A
27321;La Haye-le-Comte;19050
27322;La Haye-Malherbe;20350
27323;La Haye-Saint-Sylvestre;23180
27324;Hébécourt;20820
27325;Hecmanville;16910
27326;Hécourt;20610
27327;Hectomare;22990
27329;Hennezis;24100
27330;Herqueville;22530
27331;Heubécourt-Haricourt;22430
27332;Heudebouville;18310
27333;Heudicourt;20060
27334;Heudreville-en-Lieuvin;22590
27335;Heudreville-sur-Eure;21460
27336;La Heunière;22150
27337;Heuqueville;25350
27338;Les Hogues;21120
27339;Hondouville;N/A
27340;Honguemare-Guenouville;18340
27341;L'Hosmes;21360
27342;Houetteville;20810
27343;Houlbec-Cocherel;21910
27345;La Houssaye;19880
27346;Houville-en-Vexin;19570
27347;Huest;22440
27348;Igoville;22180
27349;Illeville-sur-Montfort;19810
27350;Illiers-l'Évêque;19680
27351;Incarville;24380
27353;Irreville;20260
27354;Iville;N/A
27355;Ivry-la-Bataille;20030
27358;Jouy-sur-Eure;25230
27359;Juignettes;20930
27360;Jumelles;21010
27361;La Lande-Saint-Léger;22620
27363;Le Landin;21570
27364;Launay;N/A
27365;Léry;23430
27366;Letteguives;18320
27367;Lieurey;23220
27368;Lignerolles;23680
27369;Lilly;23990
27370;Lisors;N/A
27371;Livet-sur-Authou;26050
27372;Longchamps;20710
27373;Lorleau;20270
27374;Louversey;N/A
27375;Louviers;N/A
27376;Louye;19350
27377;Lyons-la-Forêt;20180
27378;La Madeleine-de-Nonancourt;20410
27379;Mainneville;19560
27380;Malleville-sur-le-Bec;22250
27381;Malouy;22440
27382;Mandeville;20580
27383;Mandres;20600
27384;Manneville-la-Raoult;18160
27385;Manneville-sur-Risle;16900
27386;Le Manoir;16660
27388;Marais-Vernier;22680
27389;Marbeuf;20280
27390;Marcilly-la-Campagne;19480
27391;Marcilly-sur-Eure;20270
27392;Martagny;21690
27393;Martainville;22270
27394;Martot;22900
27395;Mélicourt;21160
27396;Ménesqueville;21000
27397;Ménilles;22360
27398;Menneval;18360
27399;Mercey;21440
27400;Merey;21120
27401;Le Mesnil-Fuguet;20580
27403;Le Mesnil-Jourdain;21590
27404;Mesnil-Rousset;18360
27405;Mesnil-sous-Vienne;22710
27406;Mesnil-sur-l'Estrée;18360
27407;Mesnil-Verclives;21380
27408;Mézières-en-Vexin;22860
27410;Miserey;18970
27411;Moisville;20070
27412;Terres de Bord;22270
27413;Montfort-sur-Risle;22060
27414;Montreuil-l'Argillé;21190
27415;Morainville-Jouveaux;19730
27417;Morgny;21520
27418;Morsan;20020
27419;Mouettes;16270
27420;Mouflaines;21130
27421;Mousseaux-Neuville;19010
27422;Muids;23350
27423;Muzy;20980
27424;Nagel-Séez-Mesnil;25200
27425;Nassandres sur Risle;20010
27426;Neaufles-Saint-Martin;18230
27427;Neaufles-Auvergny;20590
27428;Le Neubourg;23010
27429;Neuilly;22350
27430;La Neuve-Grange;18600
27431;La Neuve-Lyre;21450
27432;La Neuville-du-Bosc;19410
27433;Neuville-sur-Authou;22100
27434;Noards;15450
27435;La Noë-Poulain;19950
27436;Nogent-le-Sec;22310
27437;Nojeon-en-Vexin;21140
27438;Nonancourt;23900
27439;Normanville;21480
27440;Notre-Dame-de-l'Isle;20910
27441;Notre-Dame-d'Épine;20690
27442;Notre-Dame-du-Hamel;20470
27444;Le Noyer-en-Ouche;21080
27445;Noyers;23020
27446;Ormes;22610
27447;Le Val-Doré;23350
27448;Pacy-sur-Eure;21460
27451;Parville;19490
27453;Perriers-sur-Andelle;20780
27454;Perruel;18770
27455;Piencourt;22750
27456;Pinterville;19020
27457;Piseux;19870
27458;Pîtres;20910
27459;Les Places;19000
27460;Plainville;21350
27462;Le Planquay;22850
27463;Plasnes;21460
27464;Le Plessis-Grohan;21800
27465;Le Plessis-Hébert;23410
27466;Le Plessis-Sainte-Opportune;17330
27467;Pont-Audemer;21010
27468;Pont-Authou;21550
27469;Pont-de-l'Arche;22280
27470;Pont-Saint-Pierre;20040
27471;Porte-de-Seine;20110
27472;Portes;22090
27473;Port-Mort;20750
27474;Poses;24140
27475;La Poterie-Mathieu;20010
27476;Les Préaux;18580
27477;Pressagny-l'Orgueilleux;17700
27478;Prey;20370
27480;Puchay;18690
27481;Pullay;21610
27482;La Pyle;21500
27483;Quatremare;23410
27485;Quillebeuf-sur-Seine;24640
27486;Quittebeuf;20260
27487;Radepont;N/A
27488;Renneville;22470
27489;Reuilly;21580
27490;Richeville;20150
27492;Romilly-la-Puthenaye;20940
27493;Romilly-sur-Andelle;22310
27495;La Roquette;20370
27496;Rosay-sur-Lieure;18210
27497;Rougemontiers;21170
27498;Rouge-Perriers;20720
27500;Routot;22150
27501;Rouvray;21820
27502;Rugles;20580
27504;Sacquenville;21390
27505;Saint-Agnan-de-Cernières;24120
27507;Saint-André-de-l'Eure;22520
27508;Saint-Antonin-de-Sommaire;20710
27511;Saint-Aubin-d'Écrosville;19520
27512;Saint-Aubin-de-Scellon;23110
27514;Saint-Aubin-du-Thenney;21340
27516;Treis-Sants-en-Ouche;21300
27517;Saint-Aubin-sur-Gaillon;19560
27518;Saint-Aubin-sur-Quillebeuf;20220
27520;Saint-Benoît-des-Ombres;19950
27521;Saint-Christophe-sur-Avre;21020
27522;Saint-Christophe-sur-Condé;23350
27524;Sainte-Colombe-la-Commanderie;20300
27525;Sainte-Colombe-près-Vernon;21000
27527;Saint-Cyr-de-Salerne;13820
27528;Le Vaudreuil;22490
27529;Saint-Cyr-la-Campagne;22010
27530;Saint-Denis-d'Augerons;21480
27531;Saint-Denis-des-Monts;20160
27533;Saint-Denis-le-Ferment;19370
27534;Saint-Didier-des-Bois;20380
27535;Saint-Élier;20620
27536;Saint-Éloi-de-Fourques;21490
27537;Saint-Étienne-du-Vauvray;22720
27538;Saint-Étienne-l'Allier;19430
27539;Saint-Étienne-sous-Bailleul;18440
27540;Sainte-Geneviève-lès-Gasny;21520
27541;Le Mesnil-Saint-Jean;19880
27542;Saint-Georges-du-Vièvre;17950
27543;Saint-Georges-Motel;22100
27544;Saint-Germain-de-Fresney;18870
27545;Saint-Germain-de-Pasquier;18870
27546;Saint-Germain-des-Angles;N/A
27547;Saint-Germain-la-Campagne;20250
27548;Saint-Germain-sur-Avre;23330
27550;Saint-Grégoire-du-Vièvre;20780
27552;Saint-Jean-du-Thenney;17260
27553;Saint-Julien-de-la-Liègue;19500
27554;La Chapelle-Longueville;22610
27555;Saint-Laurent-des-Bois;18700
27556;Saint-Laurent-du-Tencement;22490
27557;Saint-Léger-de-Rôtes;19820
27558;Saint-Léger-du-Gennetey;18100
27560;Saint-Luc;19640
27561;Saint-Maclou;22290
27562;Saint-Marcel;21800
27563;Saint-Mards-de-Blacarville;20570
27564;Saint-Mards-de-Fresne;20440
27565;Le Lesme;21870
27567;Sainte-Marie-de-Vatimesnil;21490
27568;Sainte-Marthe;24230
27569;Saint-Martin-du-Tilleul;21650
27570;Saint-Martin-la-Campagne;21170
27571;Saint-Martin-Saint-Firmin;19090
27572;Saint-Meslin-du-Bosc;22600
27576;Sainte-Opportune-du-Bosc;21260
27577;Sainte-Opportune-la-Mare;20680
27578;Sainte-Marie-d'Attez;21210
27579;Saint-Ouen-de-Pontcheuil;22790
27580;Saint-Ouen-de-Thouberville;20130
27582;Saint-Ouen-du-Tilleul;18430
27584;Saint-Paul-de-Fourques;20350
27586;Saint-Philbert-sur-Boissey;21780
27587;Saint-Philbert-sur-Risle;19450
27589;Saint-Pierre-de-Bailleul;21360
27590;Saint-Pierre-de-Cernières;18010
27591;Saint-Pierre-de-Cormeilles;18790
27592;Saint-Pierre-de-Salerne;20220
27593;Saint-Pierre-des-Fleurs;21320
27594;Saint-Pierre-des-Ifs;20120
27595;Saint-Pierre-du-Bosguérard;23280
27597;Saint-Pierre-du-Val;20660
27598;Saint-Pierre-du-Vauvray;23590
27599;Saint-Pierre-la-Garenne;19120
27601;Saint-Samson-de-la-Roque;19220
27602;Saint-Sébastien-de-Morsent;21930
27603;Saint-Siméon;21890
27604;Saint-Sulpice-de-Grimbouville;20650
27605;Saint-Sylvestre-de-Cormeilles;19600
27606;Saint-Symphorien;19380
27608;Saint-Victor-de-Chrétienville;21130
27609;Saint-Victor-d'Épine;21320
27610;Saint-Victor-sur-Avre;20600
27611;Saint-Vigor;23190
27612;Saint-Vincent-des-Bois;18170
27613;Saint-Vincent-du-Boulay;22540
27614;Sancourt;20900
27615;Sassey;25180
27616;La Saussaye;17780
27617;Saussay-la-Campagne;18970
27618;Sébécourt;19770
27620;Selles;21320
27621;Serez;20110
27622;Serquigny;18480
27623;Surtauville;20660
27624;Surville;18310
27625;Suzay;23920
27627;Le Theil-Nolent;19920
27629;Thiberville;23800
27630;Thibouville;22820
27631;Thierville;21530
27632;Le Thil;19730
27633;Les Thilliers-en-Vexin;22000
27635;Le Thuit;19420
27638;Le Thuit de l'Oison;23830
27640;Tilleul-Dame-Agnès;23410
27641;Le Tilleul-Lambert;22640
27643;Tillières-sur-Avre;21000
27644;Tilly;20300
27645;Tocqueville;24820
27646;Le Torpt;23220
27649;Touffreville;21070
27650;Tournedos-Bois-Hubert;24380
27652;Tourneville;N/A
27654;Tourville-la-Campagne;24330
27655;Tourville-sur-Pont-Audemer;26120
27656;Toutainville;24410
27658;Le Tremblay-Omonville;24700
27659;La Trinité;24690
27660;La Trinité-de-Réville;22300
27661;La Trinité-de-Thouberville;22190
27662;Triqueville;21670
27663;Le Troncq;22960
27664;Le Tronquay;22280
27665;Trouville-la-Haule;20950
27666;La Vacherie;N/A
27667;Valailles;25400
27668;Le Val-David;20990
27669;Valletot;N/A
27670;Vandrimare;23420
27671;Vannecrocq;23880
27672;Vascœuil;22100
27673;Vatteville;24870
27674;Vaux-sur-Eure;23400
27677;Venon;21260
27678;Les Ventes;22780
27679;Verneuil d'Avre et d'Iton;20180
27680;Verneusses;22610
27681;Vernon;23140
27682;Vesly;20550
27683;Vézillon;24930
27684;Le Vieil-Évreux;23680
27685;La Vieille-Lyre;21950
27686;Vieux-Port;23550
27689;Villegats;23460
27690;Villers-en-Vexin;23090
27691;Villers-sur-le-Roule;24040
27692;Villettes;24960
27693;Sylvains-Lès-Moulins;28090
27694;Villez-sous-Bailleul;26950
27695;Villez-sur-le-Neubourg;28510
27696;Villiers-en-Désœuvre;23580
27697;Vironvay;26330
27698;Vitot;25560
27699;Voiscreville;22750
27700;Vraiville;N/A
27701;Val-de-Reuil;26030
28001;Abondant;19640
28003;Allainville;26020
28004;Allonnes;21220
28005;Alluyes;23350
28006;Amilly;22990
28007;Anet;23850
28008;Ardelles;24550
28009;Ardelu;28420
28010;Argenvilliers;24690
28012;Commune nouvelle d'Arrou;21930
28013;Aunay-sous-Auneau;26450
28014;Aunay-sous-Crécy;N/A
28015;Auneau-Bleury-Saint-Symphorien;25060
28016;Les Autels-Villevillon;21360
28018;Authon-du-Perche;25040
28019;Baigneaux;39950
28021;Bailleau-le-Pin;25010
28022;Bailleau-l'Évêque;24710
28023;Bailleau-Armenonville;22690
28024;Barjouville;24170
28025;Barmainville;20880
28026;Baudreville;22770
28027;La Bazoche-Gouet;42350
28028;Bazoches-en-Dunois;22020
28029;Bazoches-les-Hautes;22490
28030;Beauche;25300
28031;Beaumont-les-Autels;25710
28032;Beauvilliers;24310
28033;Belhomert-Guéhouville;23060
28034;Berchères-Saint-Germain;24560
28035;Berchères-les-Pierres;24720
28036;Berchères-sur-Vesgre;27430
28037;Bérou-la-Mulotière;24490
28038;Béthonvilliers;21710
28039;Béville-le-Comte;25120
28040;Billancelles;22690
28041;Blandainville;22100
28045;Boissy-en-Drouais;22050
28046;Boissy-lès-Perche;22570
28047;Boisville-la-Saint-Père;21600
28048;La Bourdinière-Saint-Loup;25480
28049;Boncé;20380
28050;Boncourt;26760
28051;Bonneval;23470
28052;Bouglainval;40150
28053;Le Boullay-les-Deux-Églises;26070
28054;Le Boullay-Mivoye;28050
28055;Le Boullay-Thierry;21560
28056;Boutigny-Prouais;21970
28057;Bouville;22230
28058;Bréchamps;32850
28059;Brezolles;20910
28060;Briconville;20190
28061;Brou;24260
28062;Broué;22650
28064;Bû;30710
28065;Bullainville;23080
28067;Cernay;22740
28068;Challet;22590
28070;Champhol;26030
28071;Champrond-en-Gâtine;22770
28072;Champrond-en-Perchet;24470
28073;Champseru;22850
28074;La Chapelle-d'Aunainville;23620
28075;La Chapelle-du-Noyer;23190
28076;La Chapelle-Forainvilliers;22100
28077;La Chapelle-Fortin;25420
28078;Chapelle-Guillaume;23420
28079;Chapelle-Royale;23530
28080;Charbonnières;23750
28081;Charonville;39880
28082;Charpont;24400
28084;Chartainvilliers;21240
28085;Chartres;20130
28086;Chassant;24220
28087;Châtaincourt;25140
28088;Châteaudun;24770
28089;Châteauneuf-en-Thymerais;45020
28090;Les Châtelets;23000
28091;Les Châtelliers-Notre-Dame;23770
28092;Châtenay;20910
28094;Chaudon;23390
28095;Chauffours;26250
28096;La Chaussée-d'Ivry;24150
28098;Cherisy;24530
28099;Chuisnes;27020
28100;Cintray;47940
28102;Clévilliers;22630
28103;Cloyes-les-Trois-Rivières;25450
28104;Coltainville;26310
28105;Combres;34360
28106;Conie-Molitard;23270
28107;Corancez;26970
28108;Cormainville;N/A
28109;Les Corvées-les-Yys;23180
28110;Le Coudray;25050
28111;Coudray-au-Perche;26070
28113;Coulombs;23960
28114;Courbehaye;25380
28116;Courville-sur-Eure;23660
28117;Crécy-Couvé;24860
28118;Croisilles;33730
28119;La Croix-du-Perche;24230
28120;Crucey-Villages;22530
28121;Dambron;24470
28122;Dammarie;24120
28123;Dampierre-sous-Brou;50060
28124;Dampierre-sur-Avre;24770
28126;Dancy;25030
28127;Dangeau;23410
28128;Dangers;23020
28129;Denonville;22840
28130;Digny;23640
28132;Donnemain-Saint-Mamès;26780
28134;Dreux;N/A
28135;Droue-sur-Drouette;24680
28136;Écluzelles;22630
28137;Écrosnes;24780
28139;Épeautrolles;23470
28140;Épernon;25190
28141;Ermenonville-la-Grande;21750
28142;Ermenonville-la-Petite;24320
28143;Escorpain;24190
28144;Les Étilleux;22110
28146;Faverolles;21620
28147;Favières;23160
28148;Le Favril;24040
28149;La Ferté-Vidame;25560
28151;Fessanvilliers-Mattanvilliers;24840
28153;Flacey;26500
28154;Fontaine-la-Guyon;24310
28155;Fontaine-les-Ribouts;29320
28156;Fontaine-Simon;21370
28157;Fontenay-sur-Conie;24150
28158;Fontenay-sur-Eure;21650
28159;La Framboisière;23790
28160;Francourville;24710
28161;Frazé;24180
28162;Fresnay-le-Comte;23110
28163;Fresnay-le-Gilmert;20690
28164;Fresnay-l'Évêque;23110
28166;Friaize;26840
28167;Fruncé;23330
28168;Gallardon;24970
28169;Garancières-en-Beauce;23680
28170;Garancières-en-Drouais;21070
28171;Garnay;24320
28172;Gas;23330
28173;Gasville-Oisème;23460
28175;La Gaudaine;24730
28176;Le Gault-Saint-Denis;23000
28177;Gellainville;22620
28178;Germainville;22910
28180;Gilles;27610
28182;Gohory;24160
28183;Gommerville;24440
28184;Gouillons;24700
28185;Goussainville;18460
28187;Guainville;26300
28188;Le Gué-de-Longroi;23970
28189;Guilleville;24350
28190;Guillonville;23060
28191;Hanches;31340
28192;Happonvilliers;28350
28193;Havelu;25630
28194;Houville-la-Branche;26020
28195;Houx;25040
28196;Illiers-Combray;26820
28197;Intréville;21790
28198;Jallans;28690
28199;Janville-en-Beauce;26250
28200;Jaudrais;24430
28201;Jouy;26460
28202;Lamblore;27470
