Observatoire des territoires - ANCT; ; 
Référentiel géographique : Communes (2022); ; 
Code;Libellé;Densité de population 2019
70579;Vyans-le-Val;128.92
70580;Vy-le-Ferroux;26.67
70581;Vy-lès-Lure;44
70582;Vy-lès-Rupt;9.78
70583;Vy-lès-Filain;24.48
71001;L'Abergement-de-Cuisery;100.38
71002;L'Abergement-Sainte-Colombe;63.65
71003;Allerey-sur-Saône;48.42
71004;Allériot;86.48
71005;Aluze;41.76
71006;Amanzé;16.39
71007;Ameugny;25.81
71008;Anglure-sous-Dun;21.57
71009;Anost;13.85
71010;Antully;23.27
71011;Anzy-le-Duc;17.72
71012;Artaix;15.46
71013;Authumes;21.12
71014;Autun;211.1
71015;Auxy;24.72
71016;Azé;72.28
71017;Ballore;8.84
71018;Bantanges;50.98
71019;Barizey;25.63
71020;Barnay;6.36
71021;Baron;21.9
71022;Baudemont;78.42
71023;Baudrières;35.41
71024;Baugy;40.36
71025;Beaubery;15.58
71026;Beaumont-sur-Grosne;43.09
71027;Beaurepaire-en-Bresse;69.19
71028;Beauvernois;11.86
71029;Bellevesvre;40.95
71030;Bergesserin;28.12
71031;Berzé-le-Châtel;10.67
71032;Berzé-la-Ville;124.77
71033;Bey;96.52
71034;Bissey-sous-Cruchaud;29.86
71035;Bissy-la-Mâconnaise;41.13
71036;Bissy-sous-Uxelles;22.26
71037;Bissy-sur-Fley;17.5
71038;Les Bizots;21.58
71039;Blanot;15.71
71040;Blanzy;151.69
71041;Bois-Sainte-Marie;70.63
71042;Bonnay;26.52
71043;Les Bordes;36.4
71044;Bosjean;15.88
71045;Bouhans;17.53
71046;La Boulaye;6.78
71047;Bourbon-Lancy;84.57
71048;Bourg-le-Comte;15.35
71050;Bourgvilain;28.79
71051;Bouzeron;35.14
71052;Boyer;43.06
71054;Bragny-sur-Saône;46.32
71056;Branges;95.73
71057;Bray;12.54
71058;Bresse-sur-Grosne;18.46
71059;Le Breuil;122.85
71060;Briant;17.13
71061;Brienne;81.42
71062;Brion;17.62
71063;Broye;26.52
71064;Bruailles;44.05
71065;Buffières;22.51
71066;Burgy;41.46
71067;Burnand;19.02
71068;Burzy;10.73
71069;Bussières;141.91
71070;Buxy;179.36
71071;Céron;11.18
71072;Cersot;23.42
71073;Chagny;292.49
71074;Chaintré;170.39
71075;Chalmoux;16.3
71076;Chalon-sur-Saône;2960.32
71077;Chambilly;37.64
71078;Chamilly;32.13
71079;Champagnat;35.13
71080;Champagny-sous-Uxelles;19.21
71081;Champforgeuil;355.01
71082;Champlecy;9.77
71084;Chânes;236.16
71085;Change;33.84
71086;Changy;23.16
71087;Chapaize;11.99
71088;La Chapelle-au-Mans;8.22
71089;La Chapelle-de-Bragny;15
71090;La Chapelle-de-Guinchay;335.29
71091;La Chapelle-du-Mont-de-France;20.75
71092;La Chapelle-Naude;26.44
71093;La Chapelle-Saint-Sauveur;24.2
71094;La Chapelle-sous-Brancion;13.98
71095;La Chapelle-sous-Dun;51.35
71096;La Chapelle-sous-Uchon;11.57
71097;La Chapelle-Thècle;29.13
71098;Charbonnat;11.25
71099;Charbonnières;75.78
71100;Chardonnay;31.87
71101;Charette-Varennes;27.44
71102;La Charmée;49.32
71103;Charmoy;6.93
71104;Charnay-lès-Chalon;20.56
71105;Charnay-lès-Mâcon;616.4
71106;Charolles;144.54
71107;Charrecey;60.4
71108;Chasselas;65.62
71109;Chassey-le-Camp;40.84
71110;Chassigny-sous-Dun;42.55
71111;Chassy;22.71
71112;Château;16.24
71113;Châteauneuf;73.13
71115;Châtel-Moron;14.07
71116;Châtenay;20.94
71117;Châtenoy-en-Bresse;163.68
71118;Châtenoy-le-Royal;489.88
71119;Chaudenay;136.96
71120;Chauffailles;163.63
71121;La Chaux;28.73
71122;Cheilly-lès-Maranges;79.57
71123;Chenay-le-Châtel;11.61
71124;Chenôves;19.26
71125;Chérizet;6.94
71126;Chevagny-les-Chevrières;153.68
71127;Chevagny-sur-Guye;9.54
71128;Chiddes;11.56
71129;Chissey-en-Morvan;9.06
71130;Chissey-lès-Mâcon;14.99
71131;Ciel;49.51
71132;Ciry-le-Noble;68.34
71133;La Clayette;524.68
71134;Navour-sur-Grosne;29.04
71135;Clessé;88.57
71136;Clessy;16.24
71137;Cluny;207.89
71139;Collonge-en-Charollais;11.83
71140;Collonge-la-Madeleine;9.45
71141;Colombier-en-Brionnais;23.19
71142;La Comelle;10.56
71143;Condal;27.94
71144;Cordesse;18.16
71145;Cormatin;61.5
71146;Cortambert;14.48
71147;Cortevaix;24.09
71148;Coublanc;96.23
71149;Couches;67.78
71150;Crêches-sur-Saône;331.08
71151;Créot;35.94
71152;Cressy-sur-Somme;6.4
71153;Le Creusot;1174.43
71154;Crissey;225.07
71155;Cronat;8.56
71156;Cruzille;23.58
71157;Cuiseaux;86.03
71158;Cuisery;139.15
71159;Culles-les-Roches;22.7
71160;Curbigny;32.16
71161;Curdin;39.88
71162;Curgy;36.51
71163;Curtil-sous-Buffières;17.18
71164;Curtil-sous-Burnand;15.47
71165;Cussy-en-Morvan;10.87
71166;Cuzy;6.25
71167;Damerey;47.5
71168;Dampierre-en-Bresse;15.69
71169;Davayé;167.87
71170;Demigny;60.55
71171;Dennevy;66.02
71172;Dettey;3.78
71173;Devrouze;21.24
71174;Dezize-lès-Maranges;33.92
71175;Diconne;21.2
71176;Digoin;222.96
71177;Dommartin-lès-Cuiseaux;42.52
71178;Dompierre-les-Ormes;29.41
71179;Dompierre-sous-Sanvignes;5.96
71181;Donzy-le-Pertuis;27.5
71182;Dracy-le-Fort;229.25
71183;Dracy-lès-Couches;18.5
71184;Dracy-Saint-Loup;28.68
71185;Dyo;21.01
71186;Écuelles;26.38
71187;Écuisses;118.09
71188;Épertully;17.86
71189;Épervans;129.28
71190;Épinac;83.97
71191;Essertenne;36.82
71192;Étang-sur-Arroux;52.3
71193;Étrigny;24.61
71194;Farges-lès-Chalon;200.51
71195;Farges-lès-Mâcon;38.39
71196;Le Fay;30.36
71198;Flacey-en-Bresse;30.03
71199;Flagy;20.76
71200;Fleury-la-Montagne;80.46
71201;Fley;23
71202;Fontaines;75.9
71203;Fontenay;21.14
71204;Fragnes-La Loyère;154.41
71205;Frangy-en-Bresse;27.49
71206;La Frette;21.3
71207;Fretterans;28.04
71208;Frontenard;17.06
71209;Frontenaud;47.93
71210;Fuissé;76.75
71212;Génelard;62.68
71213;La Genête;49.18
71214;Genouilly;38.6
71215;Gergy;66.45
71216;Germagny;56.77
71217;Germolles-sur-Grosne;17.29
71218;Gibles;29.55
71219;Gigny-sur-Saône;38.09
71220;Gilly-sur-Loire;20.9
71221;Givry;141.53
71222;Gourdon;35.38
71223;La Grande-Verrière;12.1
71224;Grandvaux;13.27
71225;Granges;48.48
71226;Grevilly;11.32
71227;Grury;11.15
71228;Guerfand;32.61
71229;Les Guerreaux;11.54
71230;Gueugnon;237.11
71231;La Guiche;22.69
71232;Hautefond;14.83
71233;L'Hôpital-le-Mercier;18.46
71234;Huilly-sur-Seille;28.11
71235;Hurigny;212.39
71236;Igé;60.16
71237;Igornay;24.14
71238;Iguerande;46.01
71239;Issy-l'Évêque;9.8
71240;Jalogny;37.83
71241;Jambles;58.91
71242;Joncy;34.39
71243;Joudes;33.24
71244;Jouvençon;69.52
71245;Jugy;41.87
71246;Juif;21.19
71247;Jully-lès-Buxy;21.95
71248;Lacrost;67.43
71249;Laives;78.53
71250;Laizé;104.12
71251;Laizy;18.92
71252;Lalheue;53.86
71253;Lans;114.43
71254;Lays-sur-le-Doubs;14.55
71255;Lesme;35.24
71256;Lessard-en-Bresse;65.73
71257;Lessard-le-National;61.84
71258;Leynes;105.38
71259;Ligny-en-Brionnais;22.77
71261;Loisy;45.22
71262;Longepierre;13.36
71263;Louhans;284.9
71264;Lournand;29.23
71266;Lucenay-l'Évêque;12.42
71267;Lugny;61.89
71268;Lugny-lès-Charolles;20.93
71269;Lux;334.47
71270;Mâcon;1253.99
71271;Mailly;27.24
71272;Malay;16.39
71273;Maltat;9.03
71274;Mancey;38.72
71275;Marcigny;211.9
71276;Marcilly-la-Gueurce;11.55
71277;Marcilly-lès-Buxy;35.04
71278;Marigny;6.95
71279;Le Rousset-Marizy;11.32
71280;Marly-sous-Issy;4.06
71281;Marly-sur-Arroux;11.99
71282;Marmagne;38.53
71283;Marnay;105.71
71284;Martailly-lès-Brancion;16.16
71285;Martigny-le-Comte;11
71286;Mary;18.08
71287;Massilly;60.29
71289;Matour;40.91
71290;Mazille;39.77
71291;Melay;26.52
71292;Mellecey;92.9
71293;Ménetreuil;27.19
71294;Mercurey;78.5
71295;Mervans;52.29
71296;Messey-sur-Grosne;49.24
71297;Mesvres;32.14
71299;Milly-Lamartine;109.72
71300;Le Miroir;33.6
71301;Mont;10.51
71302;Montagny-lès-Buxy;40.8
71303;Montagny-près-Louhans;51
71305;Montbellet;41.86
71306;Montceau-les-Mines;1063.66
71307;Montceaux-l'Étoile;30.08
71308;Montceaux-Ragny;12.25
71309;Montcenis;156.04
71310;Montchanin;634.78
71311;Montcony;23.84
71312;Montcoy;28.15
71313;Monthelon;15.51
71314;Montjay;18.68
71315;Mont-lès-Seurre;28.46
71316;Montmelard;16.6
71317;Montmort;5.77
71318;Montpont-en-Bresse;29.36
71319;Montret;53.39
71320;Mont-Saint-Vincent;23.16
71321;Morey;14.41
71322;Morlet;7.77
71323;Mornay;6.74
71324;Moroges;66.4
71325;La Motte-Saint-Jean;56.57
71326;Mouthier-en-Bresse;13.79
71327;Mussy-sous-Dun;34.3
71328;Nanton;44.98
71329;Navilly;42.36
71330;Neuvy-Grandchamp;15.19
71331;Nochize;10.57
71332;Ormes;47.86
71333;Oslon;256.72
71334;Oudry;18.43
71335;Ouroux-sous-le-Bois-Sainte-Marie;13.75
71336;Ouroux-sur-Saône;137.49
71337;Oyé;16.49
71338;Ozenay;16.23
71339;Ozolles;14.38
71340;Palinges;41.23
71341;Palleau;23.78
71342;Paray-le-Monial;365.63
71343;Paris-l'Hôpital;116.06
71344;Passy;15.14
71345;Péronne;63.64
71346;Perrecy-les-Forges;46.36
71347;Perreuil;60.37
71348;Perrigny-sur-Loire;8.51
71349;La Petite-Verrière;5.16
71350;Pierreclos;70.43
71351;Pierre-de-Bresse;69.07
71352;Le Planois;17.02
71353;Plottes;52.14
71354;Poisson;16.07
71355;Pontoux;20.33
71356;Pouilloux;52.93
71357;Pourlans;13.53
71358;Pressy-sous-Dondin;8.24
71359;Préty;45.81
71360;Prissé;176.04
71361;Prizy;13.62
71362;Pruzilly;80.19
71363;Le Puley;16.6
71364;La Racineuse;24.75
71365;Rancy;102.6
71366;Ratenelle;47.32
71367;Ratte;40.71
71368;Reclesne;14.55
71369;Remigny;175.51
71370;Rigny-sur-Arroux;13
71371;La Roche-Vineuse;131.86
71372;Romanèche-Thorins;207.07
71373;Romenay;34.85
71374;Rosey;38.21
71376;Roussillon-en-Morvan;8.99
71377;Royer;21.73
71378;Rully;99.74
71379;Sagy;36.04
71380;Saillenard;44.13
71381;Sailly;8.26
71382;Saint-Agnan;27.1
71383;Saint-Albain;94.68
71384;Saint-Ambreuil;27.71
71385;Saint-Amour-Bellevue;111.2
71386;Saint-André-en-Bresse;19.34
71387;Saint-André-le-Désert;13.93
71388;Saint-Aubin-en-Charollais;23.81
71389;Saint-Aubin-sur-Loire;25.87
71390;Saint-Berain-sous-Sanvignes;24.05
71391;Saint-Bérain-sur-Dheune;43.8
71392;Saint-Boil;42.11
71393;Saint-Bonnet-de-Cray;21.91
71394;Saint-Bonnet-de-Joux;25.99
71395;Saint-Bonnet-de-Vieille-Vigne;11.73
71396;Saint-Bonnet-en-Bresse;27.71
71397;Sainte-Cécile;38.98
71398;Saint-Christophe-en-Bresse;51.2
71399;Saint-Christophe-en-Brionnais;35.3
71400;Saint-Clément-sur-Guye;17.43
71401;Sainte-Croix-en-Bresse;30.14
71402;Saint-Cyr;57.16
71403;Saint-Denis-de-Vaux;70.08
71404;Saint-Désert;179.56
71405;Saint-Didier-en-Bresse;17.54
71406;Saint-Didier-en-Brionnais;11.11
71407;Saint-Didier-sur-Arroux;7.91
71408;Saint-Edmond;41.23
71409;Saint-Émiland;12.97
71410;Saint-Étienne-en-Bresse;40.91
71411;Saint-Eugène;4.37
71412;Saint-Eusèbe;56.58
71413;Saint-Firmin;52.82
71414;Saint-Forgeot;27.76
71415;Sainte-Foy;16.63
71416;Saint-Gengoux-de-Scissé;54.31
71417;Saint-Gengoux-le-National;113.03
71419;Saint-Germain-du-Bois;62.48
71420;Saint-Germain-du-Plain;119.63
71421;Saint-Germain-en-Brionnais;31.04
71422;Saint-Germain-lès-Buxy;20.57
71423;Saint-Gervais-en-Vallière;26.61
71424;Saint-Gervais-sur-Couches;10.31
71425;Saint-Gilles;76.65
71426;Sainte-Hélène;37.84
71427;Saint-Huruge;12.66
71428;Saint-Igny-de-Roche;96.1
71430;Saint-Jean-de-Vaux;174.78
71431;Saint-Jean-de-Trézy;33.96
71433;Saint-Julien-de-Civry;23.37
71434;Saint-Julien-de-Jonzy;15.23
71435;Saint-Julien-sur-Dheune;45.68
71436;Saint-Laurent-d'Andenay;87.38
71437;Saint-Laurent-en-Brionnais;24.88
71438;Saint-Léger-du-Bois;24.88
71439;Saint-Léger-lès-Paray;55.95
71440;Saint-Léger-sous-Beuvray;10.69
71441;Saint-Léger-sous-la-Bussière;32.29
71442;Saint-Léger-sur-Dheune;128.87
71443;Saint-Loup-Géanges;63.76
71444;Saint-Loup-de-Varennes;144.11
71445;Saint-Marcel;608.65
71446;Saint-Marcelin-de-Cray;13.92
71447;Saint-Mard-de-Vaux;41.18
71448;Saint-Martin-Belle-Roche;305.95
71449;Saint-Martin-d'Auxy;16.39
71450;Saint-Martin-de-Commune;6.93
71451;Saint-Martin-de-Lixy;22.43
71452;Saint-Martin-de-Salencey;6.08
71453;Saint-Martin-du-Lac;17.24
71454;Saint-Martin-du-Mont;35.55
71455;Saint-Martin-du-Tartre;19.8
71456;Saint-Martin-en-Bresse;55.25
71457;Saint-Martin-en-Gâtinois;16.46
71458;Saint-Martin-la-Patrouille;9.02
71459;Saint-Martin-sous-Montaigu;93.15
71460;Saint-Maurice-de-Satonnay;45.3
71461;Saint-Maurice-des-Champs;10.63
71462;Saint-Maurice-en-Rivière;28.43
71463;Saint-Maurice-lès-Châteauneuf;52.68
71464;Saint-Maurice-lès-Couches;39.23
71465;Saint-Micaud;13.1
71466;Saint-Nizier-sur-Arroux;12.01
71468;Saint-Pierre-de-Varennes;36.74
71469;Saint-Pierre-le-Vieux;23.05
71470;Saint-Point;24.37
71471;Saint-Privé;17.66
71472;Saint-Prix;6.12
71473;Saint-Racho;14.19
71474;Sainte-Radegonde;6.41
71475;Saint-Rémy;637.28
71477;Saint-Romain-sous-Gourdon;25.77
71478;Saint-Romain-sous-Versigny;4.79
71479;Saint-Sernin-du-Bois;119.84
71480;Saint-Sernin-du-Plain;41.25
71481;Saint-Symphorien-d'Ancelles;187.6
71482;Saint-Symphorien-de-Marmagne;22.41
71483;Saint-Symphorien-des-Bois;39.91
71484;Saint-Usuge;40.26
71485;Saint-Vallerin;38.34
71486;Saint-Vallier;354.23
71487;Saint-Vérand;66.12
71488;Saint-Vincent-des-Prés;16.51
71489;Saint-Vincent-en-Bresse;36.19
71490;Saint-Vincent-Bragny;24.76
71491;Saint-Yan;44.21
71492;Saint-Ythaire;13.55
71493;Saisy;20.04
71494;La Salle;92.77
71495;Salornay-sur-Guye;79.31
71496;Sampigny-lès-Maranges;52.96
71497;Sancé;327.74
71498;Santilly;18.28
71499;Sanvignes-les-Mines;121.65
71500;Sarry;9.62
71501;Sassangy;22.72
71502;Sassenay;83.4
71503;Saules;62.14
71504;Saunières;10.81
71505;Savianges;11.59
71506;Savigny-en-Revermont;41.79
71507;Savigny-sur-Grosne;25.92
71508;Savigny-sur-Seille;28.04
71509;La Celle-en-Morvan;23.6
71510;Semur-en-Brionnais;39.2
71512;Sennecey-le-Grand;112.56
71513;Senozan;231.89
71514;Sens-sur-Seille;35.81
71515;Sercy;17.24
71516;Serley;26.86
71517;Sermesse;27.75
71518;Serrières;27.85
71519;Serrigny-en-Bresse;15.29
71520;Sevrey;152.84
71521;Sigy-le-Châtel;15.25
71522;Simandre;76.22
71523;Simard;53.71
71524;Sivignon;13.84
71525;Sologny;54.08
71526;Solutré-Pouilly;58.6
71527;Sommant;10.21
71528;Sornay;110.43
71529;Suin;11.69
71530;Sully;15.33
71531;La Tagnière;6.31
71532;Taizé;61.39
71533;Tancon;56.12
71534;Le Tartre;29.24
71535;Tavernay;19.84
71537;Thil-sur-Arroux;9.75
71538;Thurey;24.09
71539;Tintry;8.18
71540;Torcy;143.37
71541;Torpes;23.82
71542;Toulon-sur-Arroux;34.53
71543;Tournus;375.44
71544;Toutenant;14.24
71545;Tramayes;56.77
71546;Trambly;33.44
71547;Trivy;22.25
71548;Tronchy;32.09
71549;La Truchère;42.04
71550;Uchizy;66.05
71551;Uchon;7.67
71552;Uxeau;15.88
71553;Vareilles;31.9
71554;Varenne-l'Arconce;13.61
71555;Varennes-le-Grand;121.44
71556;Varennes-lès-Mâcon;119.16
71557;Varenne-Saint-Germain;46.61
71558;Varennes-Saint-Sauveur;37.53
71559;Varennes-sous-Dun;30.35
71561;Vauban;16.51
71562;Vaudebarrier;26.5
71563;Vaux-en-Pré;16.86
71564;Vendenesse-lès-Charolles;27.25
71565;Vendenesse-sur-Arroux;35.36
71566;Verdun-sur-le-Doubs;145.8
71567;Vergisson;44.54
71568;Vérissey;6.89
71570;Verjux;42.68
71571;Verosvres;19.47
71572;Vers;55.74
71573;Versaugues;17.68
71574;Verzé;40.98
71576;Le Villars;50
71577;Villegaudin;24.44
71578;Clux-Villeneuve;20.38
71579;Villeneuve-en-Montagne;10.73
71580;Vincelles;74.51
71581;Vindecy;15.34
71582;La Vineuse sur Fregande;18.15
71583;Vinzelles;162.08
71584;Viré;105.41
71585;Virey-le-Grand;107.98
71586;Viry;12.81
71588;Vitry-en-Charollais;51.74
71589;Vitry-sur-Loire;15.45
71590;Volesvres;29.35
71591;Fleurville;133.25
72001;Aigné;134.87
72002;Aillières-Beauvoir;13.6
72003;Allonnes;617.99
72004;Amné;36.68
72005;Ancinnes;34.4
72006;Arçonnay;241.91
72007;Ardenay-sur-Mérize;42.59
72008;Arnage;511.43
72009;Arthezé;41.85
72010;Asnières-sur-Vègre;31.65
72011;Assé-le-Boisne;31.91
72012;Assé-le-Riboul;29.22
72013;Aubigné-Racan;66.03
72015;Les Aulneaux;13.95
72016;Auvers-le-Hamon;30.9
72017;Auvers-sous-Montfaucon;31.64
72018;Avesnes-en-Saosnois;15.32
72019;Avessé;20.14
72020;Avezé;33.88
72021;Avoise;23.82
72022;Le Bailleul;44.46
72023;Ballon-Saint Mars;71.27
72024;La Bazoge;159.42
72025;Bazouges Cré sur Loir;42.32
72026;Beaufay;63.09
72027;Beaumont-sur-Dême;24.24
72028;Beaumont-Pied-de-Bœuf;19.61
72029;Beaumont-sur-Sarthe;296.23
72031;Beillé;62.38
72032;Berfay;18.22
72034;Bérus;65.68
72035;Bessé-sur-Braye;102.77
72036;Béthon;80.26
72037;Blèves;58.82
72038;Boëssé-le-Sec;48.89
72039;Bonnétable;94.59
72040;La Bosse;13.21
72041;Bouër;28.67
72042;Bouloire;78.52
72043;Bourg-le-Roi;908.33
72044;Bousse;36.27
72045;Brains-sur-Gée;52.14
72046;Le Breil-sur-Mérize;84.14
72047;Brette-les-Pins;146.66
72048;Briosne-lès-Sables;53.5
72049;La Bruère-sur-Loir;21.53
72050;Brûlon;93.48
72051;Cérans-Foulletourte;103.6
72052;Chahaignes;29.7
72053;Challes;47.5
72054;Champagné;269.44
72056;Champfleur;101.67
72057;Champrond;12.04
72058;Changé;186.88
72059;Chantenay-Villedieu;30.32
72060;La Chapelle-aux-Choux;18.09
72061;La Chapelle-d'Aligné;51.48
72062;La Chapelle-du-Bois;51.91
72064;La Chapelle-Huon;28.31
72065;La Chapelle-Saint-Aubin;388.2
72066;La Chapelle-Saint-Fray;66.77
72067;La Chapelle-Saint-Rémy;51.56
72068;La Chartre-sur-le-Loir;166.75
72070;Chassillé;33.98
72071;Montval-sur-Loir;223.71
72072;Château-l'Hermitage;26.84
72073;Chaufour-Notre-Dame;95.8
72074;Chemiré-en-Charnie;18.31
72075;Chemiré-le-Gaudin;43.57
72076;Chenay;111.57
72077;Chenu;13.94
72078;Chérancé;34.3
72079;Chérisay;39.05
72080;Cherré-Au;89.92
72083;Chevillé;26.84
72084;Clermont-Créans;70.65
72085;Cogners;13.38
72086;Commerveil;24.47
72087;Conflans-sur-Anille;15.49
72088;Congé-sur-Orne;29.72
72089;Conlie;108.57
72090;Connerré;177.83
72091;Contilly;10.66
72093;Cormes;47.53
72094;Coudrecieux;25.34
72095;Coulaines;1979.39
72096;Coulans-sur-Gée;60.26
72098;Coulongé;33.55
72099;Courcebœufs;37.91
72100;Courcelles-la-Forêt;20.97
72101;Courcemont;35.1
72102;Courcival;10.96
72103;Courdemanche;25.44
72104;Courgains;39.09
72105;Courgenard;43.29
72106;Courtillers;129.14
72107;Crannes-en-Champagne;28.99
72109;Crissé;26.5
72110;Crosmières;51.05
72111;Cures;40.96
72112;Dangeul;34.9
72113;Degré;77.62
72114;Dehault;29.98
72115;Dissay-sous-Courcillon;26.4
72118;Dollon;57.64
72119;Domfront-en-Champagne;49.93
72120;Doucelles;56.03
72121;Douillet;16.96
72122;Duneau;81.2
72123;Dureil;9.05
72124;Écommoy;166.46
72125;Écorpain;14.02
72126;Épineu-le-Chevreuil;19.86
72127;Étival-lès-le-Mans;189.17
72128;Val-d'Étangson;16.74
72129;Fatines;156.25
72130;Fay;74.37
72131;Fercé-sur-Sarthe;48.97
72132;La Ferté-Bernard;592.38
72133;Fillé;147.86
72134;Flée;30.33
72135;La Fontaine-Saint-Martin;44.17
72136;Fontenay-sur-Vègre;27.75
72137;Villeneuve-en-Perseigne;25.27
72138;Fresnay-sur-Sarthe;98.94
72139;Fyé;60.02
72141;Gesnes-le-Gandelin;71.66
72142;Grandchamp;27.7
72143;Le Grand-Lucé;70.65
72144;Gréez-sur-Roc;12.88
72145;Le Grez;53.02
72146;Guécélard;253.86
72147;La Guierche;142.77
72148;Jauzé;14.44
72149;Joué-en-Charnie;26.73
72150;Joué-l'Abbé;121.37
72151;Juigné-sur-Sarthe;54.99
72152;Juillé;77.62
72153;Jupilles;20.98
72154;La Flèche;200.22
72155;Laigné-en-Belin;182.63
72156;Lamnay;42.19
72157;Lavardin;93.58
72158;Lavaré;36.32
72160;Lavernat;25.88
72161;Lhomme;49.34
72163;Ligron;36.42
72164;Livet-en-Saosnois;43.75
72165;Lombron;79.26
72166;Longnes;49.53
72167;Louailles;68.35
72168;Loué;130.47
72169;Louplande;79.05
72170;Louvigny;19.75
72171;Louzes;12.38
72172;Le Luart;117.83
72173;Luceau;65.58
72174;Lucé-sous-Ballon;15.04
72175;Luché-Pringé;31.18
72176;Le Lude;60.36
72177;Maigné;30.78
72178;Maisoncelles;17.21
72179;Malicorne-sur-Sarthe;124.52
72180;Mamers;1021.19
72181;Le Mans;2723.86
72182;Mansigné;42.52
72183;Marçon;35.54
72184;Mareil-en-Champagne;48.18
72185;Mareil-sur-Loir;55.87
72186;Maresché;59.09
72187;Marigné-Laillé;49.22
72188;Marollette;26.49
72189;Marolles-les-Braults;87.18
72190;Marolles-lès-Saint-Calais;22.8
72191;Mayet;57.82
72192;Les Mées;13.97
72193;Melleray;16.6
72194;Meurcé;43.34
72195;Mézeray;56.87
72196;Mézières-sur-Ponthouin;40.94
72197;Mézières-sous-Lavardin;45
72198;La Milesse;253.31
72199;Moitron-sur-Sarthe;27.23
72200;Moncé-en-Belin;211.72
72201;Moncé-en-Saosnois;29.4
72202;Monhoudou;26.33
72204;Montaillé;17.26
72205;Montbizot;158.52
72208;Montmirail;29.85
72209;Montreuil-le-Chétif;20.77
72210;Montreuil-le-Henri;21.13
72211;Mont-Saint-Jean;15.08
72212;Moulins-le-Carbonnel;42.86
72213;Mulsanne;342.62
72214;Nauvay;3.69
72215;Neufchâtel-en-Saosnois;44.17
72216;Neuvillalais;31.55
72217;Neuville-sur-Sarthe;106.71
72218;Neuvillette-en-Charnie;20.01
72219;Bernay-Neuvy-en-Champagne;34.78
72220;Nogent-le-Bernard;29.81
72221;Nogent-sur-Loir;34.41
72222;Nouans;27.21
72223;Noyen-sur-Sarthe;60.21
72224;Nuillé-le-Jalais;91.58
72225;Oisseau-le-Petit;77.56
72226;Oizé;78.83
72227;Panon;17.3
72228;Parcé-sur-Sarthe;51.36
72229;Parennes;32.55
72230;Parigné-le-Pôlin;77.47
72231;Parigné-l'Évêque;83.38
72232;Notre-Dame-du-Pé;84.77
72233;Peray;24.49
72234;Pezé-le-Robert;22.32
72235;Piacé;37.15
72236;Pincé;33.16
72237;Pirmil;28.79
72238;Pizieux;16.19
72239;Poillé-sur-Vègre;34.83
72241;Montfort-le-Gesnois;156.4
72243;Pontvallain;47.16
72244;Précigné;51.11
72245;Préval;89.9
72246;Prévelles;43.24
72247;Pruillé-le-Chétif;129.9
72248;Pruillé-l'Éguillé;38.76
72249;La Quinte;86.61
72250;Rahay;7.97
72251;René;30.83
72252;Requeil;82.22
72253;Roëzé-sur-Sarthe;98.83
72254;Rouessé-Fontaine;21.47
72255;Rouessé-Vassé;25.4
72256;Rouez;23.51
72257;Rouillon;253.11
72259;Rouperroux-le-Coquet;23.36
72260;Ruaudin;254.21
72261;Ruillé-en-Champagne;20.23
72262;Loir en Vallée;33.4
72264;Sablé-sur-Sarthe;328.41
72265;Saint-Aignan;15.6
72266;Saint-Aubin-de-Locquenay;42.35
72267;Saint-Aubin-des-Coudrais;52.35
72268;Saint-Biez-en-Belin;76.16
72269;Saint-Calais;142.53
72270;Saint-Calez-en-Saosnois;26.84
72271;Saint-Célerin;68.82
72272;Sainte-Cérotte;21.94
72273;Saint-Christophe-du-Jambet;20.64
72274;Saint-Christophe-en-Champagne;26.5
72275;Saint-Corneille;136.29
72276;Saint-Cosme-en-Vairais;58.75
72277;Saint-Denis-des-Coudrais;16.29
72278;Saint-Denis-d'Orques;16.39
72279;Saint-Georges-de-la-Couée;13.1
72280;Saint-Georges-du-Bois;298.06
72281;Saint-Georges-du-Rosay;25.59
72282;Saint-Georges-le-Gaultier;22.95
72283;Saint-Germain-d'Arcé;11.44
72286;Saint-Gervais-de-Vic;24.14
72287;Saint-Gervais-en-Belin;212.07
72289;Sainte-Jamme-sur-Sarthe;241.4
72290;Saint-Jean-d'Assé;85.06
72291;Saint-Jean-de-la-Motte;30.66
72292;Saint-Jean-des-Échelles;22.37
72293;Saint-Jean-du-Bois;42.2
72294;Saint-Léonard-des-Bois;17.37
72295;Saint-Longis;44.47
72296;Saint-Maixent;33.19
72297;Saint-Marceau;61.39
72298;Saint-Mars-de-Locquenay;26.45
72299;Saint-Mars-d'Outillé;64.12
72300;Saint-Mars-la-Brière;77.77
72302;Saint-Martin-des-Monts;30.24
72303;Saint-Michel-de-Chavaignes;39.79
72305;Saint-Ouen-de-Mimbré;91.06
72306;Saint-Ouen-en-Belin;87.32
72307;Saint-Ouen-en-Champagne;21.34
72308;Saint-Paterne - Le Chevain;162.88
72309;Saint-Paul-le-Gaultier;18.81
72310;Saint-Pavace;371.32
72311;Saint-Pierre-de-Chevillé;30.5
72312;Saint-Pierre-des-Bois;31.03
72313;Saint-Pierre-des-Ormes;22.13
72314;Saint-Pierre-du-Lorouër;22.66
72315;Saint-Rémy-de-Sillé;73.69
72316;Saint-Rémy-des-Monts;67.79
72317;Saint-Rémy-du-Val;30.29
72319;Sainte-Sabine-sur-Longève;62.77
72320;Saint-Saturnin;268.12
